Year;Ref;Goals;Home;Attack;Defense
2003;251;0;Away;Fluminense-RJ;Sao Caetano-SP
2003;252;0;Home;Gremio-RS;Criciuma-SC
2003;252;2;Away;Criciuma-SC;Gremio-RS
2003;253;2;Home;Santos-SP;Vasco-RJ
2003;253;1;Away;Vasco-RJ;Santos-SP
2003;254;1;Home;Goias-GO;Atletico-MG
2003;254;1;Away;Atletico-MG;Goias-GO
2003;255;1;Home;Atletico-PR;Paysandu-PA
2003;255;2;Away;Paysandu-PA;Atletico-PR
2003;256;0;Home;Internacional-RS;Sao Caetano-SP
2003;256;0;Away;Sao Caetano-SP;Internacional-RS
2003;257;2;Home;Fortaleza-CE;Ponte Preta-SP
2003;257;3;Away;Ponte Preta-SP;Fortaleza-CE
2003;258;5;Home;Cruzeiro-MG;Bahia-BA
2003;258;2;Away;Bahia-BA;Cruzeiro-MG
2003;259;0;Home;Vitoria-BA;Parana-PR
2003;259;3;Away;Parana-PR;Vitoria-BA
2003;260;2;Home;Criciuma-SC;Coritiba-PR
2003;260;3;Away;Coritiba-PR;Criciuma-SC
2003;261;3;Home;Guarani-SP;Figueirense-SC
2003;261;0;Away;Figueirense-SC;Guarani-SP
2003;262;1;Home;Flamengo-RJ;Sao Paulo-SP
2003;262;1;Away;Sao Paulo-SP;Flamengo-RJ
2003;263;2;Home;Juventude-RS;Fluminense-RJ
2003;263;1;Away;Fluminense-RJ;Juventude-RS
2003;264;1;Home;Corinthians-SP;Gremio-RS
2003;264;0;Away;Gremio-RS;Corinthians-SP
2003;265;2;Home;Fluminense-RJ;Cruzeiro-MG
2003;265;2;Away;Cruzeiro-MG;Fluminense-RJ
2003;266;1;Home;Sao Caetano-SP;Juventude-RS
2003;266;1;Away;Juventude-RS;Sao Caetano-SP
2003;267;0;Home;Sao Paulo-SP;Internacional-RS
2003;267;2;Away;Internacional-RS;Sao Paulo-SP
2003;268;2;Home;Gremio-RS;Santos-SP
2003;268;0;Away;Santos-SP;Gremio-RS
2003;269;0;Home;Figueirense-SC;Goias-GO
2003;269;1;Away;Goias-GO;Figueirense-SC
2003;270;1;Home;Parana-PR;Corinthians-SP
2003;270;1;Away;Corinthians-SP;Parana-PR
2003;271;6;Home;Paysandu-PA;Guarani-SP
2003;271;1;Away;Guarani-SP;Paysandu-PA
2003;272;1;Home;Coritiba-PR;Fortaleza-CE
2003;272;1;Away;Fortaleza-CE;Coritiba-PR
2003;273;2;Home;Bahia-BA;Criciuma-SC
2003;273;2;Away;Criciuma-SC;Bahia-BA
2003;274;1;Home;Ponte Preta-SP;Flamengo-RJ
2003;274;1;Away;Flamengo-RJ;Ponte Preta-SP
2003;275;2;Home;Vasco-RJ;Atletico-PR
2003;275;1;Away;Atletico-PR;Vasco-RJ
2003;276;1;Home;Atletico-MG;Vitoria-BA
2003;276;0;Away;Vitoria-BA;Atletico-MG
2003;277;3;Home;Goias-GO;Vasco-RJ
2003;277;1;Away;Vasco-RJ;Goias-GO
2003;278;1;Home;Vitoria-BA;Paysandu-PA
2003;278;1;Away;Paysandu-PA;Vitoria-BA
2003;279;1;Home;Atletico-PR;Parana-PR
2003;279;0;Away;Parana-PR;Atletico-PR
2003;280;0;Home;Criciuma-SC;Sao Caetano-SP
2003;280;1;Away;Sao Caetano-SP;Criciuma-SC
2003;281;3;Home;Santos-SP;Atletico-MG
2003;281;3;Away;Atletico-MG;Santos-SP
2003;282;3;Home;Fortaleza-CE;Fluminense-RJ
2003;282;1;Away;Fluminense-RJ;Fortaleza-CE
2003;283;0;Home;Juventude-RS;Ponte Preta-SP
2003;283;0;Away;Ponte Preta-SP;Juventude-RS
2003;284;1;Home;Cruzeiro-MG;Sao Paulo-SP
2003;284;1;Away;Sao Paulo-SP;Cruzeiro-MG
2003;285;6;Home;Flamengo-RJ;Bahia-BA
2003;285;0;Away;Bahia-BA;Flamengo-RJ
2003;286;0;Home;Corinthians-SP;Figueirense-SC
2003;286;1;Away;Figueirense-SC;Corinthians-SP
2003;287;1;Home;Guarani-SP;Gremio-RS
2003;287;0;Away;Gremio-RS;Guarani-SP
2003;288;1;Home;Internacional-RS;Coritiba-PR
2003;288;0;Away;Coritiba-PR;Internacional-RS
2003;289;1;Home;Fluminense-RJ;Criciuma-SC
2003;289;1;Away;Criciuma-SC;Fluminense-RJ
2003;290;3;Home;Sao Paulo-SP;Juventude-RS
2003;290;1;Away;Juventude-RS;Sao Paulo-SP
2003;291;2;Home;Sao Caetano-SP;Cruzeiro-MG
2003;291;0;Away;Cruzeiro-MG;Sao Caetano-SP
2003;292;1;Home;Parana-PR;Santos-SP
2003;292;2;Away;Santos-SP;Parana-PR
2003;293;1;Home;Gremio-RS;Atletico-PR
2003;293;1;Away;Atletico-PR;Gremio-RS
2003;294;2;Home;Paysandu-PA;Goias-GO
2003;294;2;Away;Goias-GO;Paysandu-PA
2003;295;1;Home;Ponte Preta-SP;Internacional-RS
2003;295;4;Away;Internacional-RS;Ponte Preta-SP
2003;296;5;Home;Coritiba-PR;Flamengo-RJ
2003;296;0;Away;Flamengo-RJ;Coritiba-PR
2003;297;0;Home;Vasco-RJ;Guarani-SP
2003;297;0;Away;Guarani-SP;Vasco-RJ
2003;298;2;Home;Atletico-MG;Corinthians-SP
2003;298;3;Away;Corinthians-SP;Atletico-MG
2003;299;1;Home;Bahia-BA;Fortaleza-CE
2003;299;0;Away;Fortaleza-CE;Bahia-BA
2003;300;1;Home;Figueirense-SC;Vitoria-BA
2003;300;2;Away;Vitoria-BA;Figueirense-SC
2003;301;1;Home;Vasco-RJ;Vitoria-BA
2003;301;0;Away;Vitoria-BA;Vasco-RJ
2003;302;1;Home;Bahia-BA;Internacional-RS
2003;302;3;Away;Internacional-RS;Bahia-BA
2003;303;1;Home;Atletico-MG;Atletico-PR
2003;303;2;Away;Atletico-PR;Atletico-MG
2003;304;1;Home;Figueirense-SC;Santos-SP
2003;304;0;Away;Santos-SP;Figueirense-SC
2003;305;0;Home;Sao Paulo-SP;Criciuma-SC
2003;305;0;Away;Criciuma-SC;Sao Paulo-SP
2003;306;1;Home;Coritiba-PR;Juventude-RS
2003;306;0;Away;Juventude-RS;Coritiba-PR
2003;307;2;Home;Paysandu-PA;Corinthians-SP
2003;307;2;Away;Corinthians-SP;Paysandu-PA
2003;308;0;Home;Fluminense-RJ;Flamengo-RJ
2003;308;1;Away;Flamengo-RJ;Fluminense-RJ
2003;309;3;Home;Sao Caetano-SP;Fortaleza-CE
2003;309;0;Away;Fortaleza-CE;Sao Caetano-SP
2003;310;1;Home;Ponte Preta-SP;Cruzeiro-MG
2003;310;3;Away;Cruzeiro-MG;Ponte Preta-SP
2003;311;0;Home;Gremio-RS;Goias-GO
2003;311;1;Away;Goias-GO;Gremio-RS
2003;312;0;Home;Parana-PR;Guarani-SP
2003;312;0;Away;Guarani-SP;Parana-PR
2003;313;1;Home;Flamengo-RJ;Sao Caetano-SP
2003;313;0;Away;Sao Caetano-SP;Flamengo-RJ
2003;314;2;Home;Santos-SP;Paysandu-PA
2003;314;0;Away;Paysandu-PA;Santos-SP
2003;315;0;Home;Corinthians-SP;Vasco-RJ
2003;315;0;Away;Vasco-RJ;Corinthians-SP
2003;316;1;Home;Goias-GO;Parana-PR
2003;316;0;Away;Parana-PR;Goias-GO
2003;317;0;Home;Fortaleza-CE;Sao Paulo-SP
2003;317;2;Away;Sao Paulo-SP;Fortaleza-CE
2003;318;1;Home;Juventude-RS;Bahia-BA
2003;318;0;Away;Bahia-BA;Juventude-RS
2003;319;2;Home;Cruzeiro-MG;Coritiba-PR
2003;319;2;Away;Coritiba-PR;Cruzeiro-MG
2003;320;1;Home;Atletico-PR;Figueirense-SC
2003;320;2;Away;Figueirense-SC;Atletico-PR
2003;321;4;Home;Vitoria-BA;Gremio-RS
2003;321;1;Away;Gremio-RS;Vitoria-BA
2003;322;3;Home;Criciuma-SC;Ponte Preta-SP
2003;322;0;Away;Ponte Preta-SP;Criciuma-SC
2003;323;0;Home;Internacional-RS;Fluminense-RJ
2003;323;1;Away;Fluminense-RJ;Internacional-RS
2003;324;2;Home;Guarani-SP;Atletico-MG
2003;324;2;Away;Atletico-MG;Guarani-SP
2003;325;2;Home;Santos-SP;Flamengo-RJ
2003;325;1;Away;Flamengo-RJ;Santos-SP
2003;326;0;Home;Gremio-RS;Sao Caetano-SP
2003;326;0;Away;Sao Caetano-SP;Gremio-RS
2003;327;3;Home;Atletico-PR;Fortaleza-CE
2003;327;1;Away;Fortaleza-CE;Atletico-PR
2003;328;1;Home;Goias-GO;Cruzeiro-MG
2003;328;0;Away;Cruzeiro-MG;Goias-GO
2003;329;3;Home;Vasco-RJ;Sao Paulo-SP
2003;329;2;Away;Sao Paulo-SP;Vasco-RJ
2003;330;3;Home;Paysandu-PA;Ponte Preta-SP
2003;330;2;Away;Ponte Preta-SP;Paysandu-PA
2003;331;2;Home;Parana-PR;Fluminense-RJ
2003;331;0;Away;Fluminense-RJ;Parana-PR
2003;332;3;Home;Corinthians-SP;Internacional-RS
2003;332;1;Away;Internacional-RS;Corinthians-SP
2003;333;1;Home;Atletico-MG;Bahia-BA
2003;333;0;Away;Bahia-BA;Atletico-MG
2003;334;3;Home;Vitoria-BA;Juventude-RS
2003;334;0;Away;Juventude-RS;Vitoria-BA
2003;335;1;Home;Figueirense-SC;Coritiba-PR
2003;335;2;Away;Coritiba-PR;Figueirense-SC
2003;336;1;Home;Guarani-SP;Criciuma-SC
2003;336;0;Away;Criciuma-SC;Guarani-SP
2003;337;2;Home;Fluminense-RJ;Gremio-RS
2003;337;0;Away;Gremio-RS;Fluminense-RJ
2003;338;0;Home;Fortaleza-CE;Santos-SP
2003;338;0;Away;Santos-SP;Fortaleza-CE
2003;339;4;Home;Cruzeiro-MG;Guarani-SP
2003;339;1;Away;Guarani-SP;Cruzeiro-MG
2003;340;1;Home;Sao Paulo-SP;Paysandu-PA
2003;340;0;Away;Paysandu-PA;Sao Paulo-SP
2003;341;0;Home;Internacional-RS;Vitoria-BA
2003;341;1;Away;Vitoria-BA;Internacional-RS
2003;342;1;Home;Sao Caetano-SP;Vasco-RJ
2003;342;0;Away;Vasco-RJ;Sao Caetano-SP
2003;343;0;Home;Juventude-RS;Goias-GO
2003;343;2;Away;Goias-GO;Juventude-RS
2003;344;1;Home;Flamengo-RJ;Corinthians-SP
2003;344;0;Away;Corinthians-SP;Flamengo-RJ
2003;345;2;Home;Coritiba-PR;Atletico-MG
2003;345;2;Away;Atletico-MG;Coritiba-PR
2003;346;2;Home;Criciuma-SC;Atletico-PR
2003;346;0;Away;Atletico-PR;Criciuma-SC
2003;347;4;Home;Bahia-BA;Parana-PR
2003;347;2;Away;Parana-PR;Bahia-BA
2003;348;1;Home;Ponte Preta-SP;Figueirense-SC
2003;348;1;Away;Figueirense-SC;Ponte Preta-SP
2003;349;2;Home;Corinthians-SP;Fortaleza-CE
2003;349;0;Away;Fortaleza-CE;Corinthians-SP
2003;350;1;Home;Gremio-RS;Bahia-BA
2003;350;1;Away;Bahia-BA;Gremio-RS
2003;351;5;Home;Santos-SP;Criciuma-SC
2003;351;2;Away;Criciuma-SC;Santos-SP
2003;352;1;Home;Atletico-PR;Cruzeiro-MG
2003;352;4;Away;Cruzeiro-MG;Atletico-PR
2003;353;1;Home;Vitoria-BA;Flamengo-RJ
2003;353;0;Away;Flamengo-RJ;Vitoria-BA
2003;354;1;Home;Vasco-RJ;Fluminense-RJ
2003;354;0;Away;Fluminense-RJ;Vasco-RJ
2003;355;3;Home;Goias-GO;Internacional-RS
2003;355;1;Away;Internacional-RS;Goias-GO
2003;356;2;Home;Figueirense-SC;Sao Paulo-SP
2003;356;2;Away;Sao Paulo-SP;Figueirense-SC
2003;357;2;Home;Atletico-MG;Ponte Preta-SP
2003;357;0;Away;Ponte Preta-SP;Atletico-MG
2003;358;1;Home;Paysandu-PA;Sao Caetano-SP
2003;358;0;Away;Sao Caetano-SP;Paysandu-PA
2003;359;2;Home;Guarani-SP;Juventude-RS
2003;359;0;Away;Juventude-RS;Guarani-SP
2003;360;2;Home;Parana-PR;Coritiba-PR
2003;360;3;Away;Coritiba-PR;Parana-PR
2003;361;1;Home;Fluminense-RJ;Paysandu-PA
2003;361;1;Away;Paysandu-PA;Fluminense-RJ
2003;362;2;Home;Internacional-RS;Guarani-SP
2003;362;0;Away;Guarani-SP;Internacional-RS
2003;363;3;Home;Cruzeiro-MG;Santos-SP
2003;363;0;Away;Santos-SP;Cruzeiro-MG
2003;364;1;Home;Coritiba-PR;Gremio-RS
2003;364;0;Away;Gremio-RS;Coritiba-PR
2003;365;3;Home;Bahia-BA;Vasco-RJ
2003;365;0;Away;Vasco-RJ;Bahia-BA
2003;366;1;Home;Criciuma-SC;Corinthians-SP
2003;366;0;Away;Corinthians-SP;Criciuma-SC
2003;367;1;Home;Fortaleza-CE;Vitoria-BA
2003;367;0;Away;Vitoria-BA;Fortaleza-CE
2003;368;1;Home;Flamengo-RJ;Goias-GO
2003;368;1;Away;Goias-GO;Flamengo-RJ
2003;369;4;Home;Juventude-RS;Atletico-PR
2003;369;0;Away;Atletico-PR;Juventude-RS
2003;370;4;Home;Ponte Preta-SP;Parana-PR
2003;370;0;Away;Parana-PR;Ponte Preta-SP
2003;371;0;Home;Sao Caetano-SP;Figueirense-SC
2003;371;2;Away;Figueirense-SC;Sao Caetano-SP
2003;372;2;Home;Sao Paulo-SP;Atletico-MG
2003;372;2;Away;Atletico-MG;Sao Paulo-SP
2003;373;5;Home;Guarani-SP;Flamengo-RJ
2003;373;3;Away;Flamengo-RJ;Guarani-SP
2003;374;0;Home;Goias-GO;Fortaleza-CE
2003;374;1;Away;Fortaleza-CE;Goias-GO
2003;375;4;Home;Parana-PR;Sao Paulo-SP
2003;375;2;Away;Sao Paulo-SP;Parana-PR
2003;376;4;Home;Paysandu-PA;Bahia-BA
2003;376;0;Away;Bahia-BA;Paysandu-PA
2003;377;1;Home;Vitoria-BA;Criciuma-SC
2003;377;1;Away;Criciuma-SC;Vitoria-BA
2003;378;2;Home;Gremio-RS;Ponte Preta-SP
2003;378;2;Away;Ponte Preta-SP;Gremio-RS
2003;379;2;Home;Atletico-PR;Internacional-RS
2003;379;1;Away;Internacional-RS;Atletico-PR
2003;380;1;Home;Santos-SP;Juventude-RS
2003;380;1;Away;Juventude-RS;Santos-SP
2003;381;2;Home;Figueirense-SC;Fluminense-RJ
2003;381;2;Away;Fluminense-RJ;Figueirense-SC
2003;382;2;Home;Vasco-RJ;Coritiba-PR
2003;382;1;Away;Coritiba-PR;Vasco-RJ
2003;383;3;Home;Atletico-MG;Sao Caetano-SP
2003;383;1;Away;Sao Caetano-SP;Atletico-MG
2003;384;0;Home;Corinthians-SP;Cruzeiro-MG
2003;384;1;Away;Cruzeiro-MG;Corinthians-SP
2003;385;1;Home;Internacional-RS;Santos-SP
2003;385;0;Away;Santos-SP;Internacional-RS
2003;386;2;Home;Flamengo-RJ;Atletico-PR
2003;386;1;Away;Atletico-PR;Flamengo-RJ
2003;387;2;Home;Sao Paulo-SP;Gremio-RS
2003;387;1;Away;Gremio-RS;Sao Paulo-SP
2003;388;0;Home;Fluminense-RJ;Atletico-MG
2003;388;1;Away;Atletico-MG;Fluminense-RJ
2003;389;3;Home;Fortaleza-CE;Guarani-SP
2003;389;0;Away;Guarani-SP;Fortaleza-CE
2003;390;1;Home;Criciuma-SC;Goias-GO
2003;390;0;Away;Goias-GO;Criciuma-SC
2003;391;6;Home;Juventude-RS;Corinthians-SP
2003;391;1;Away;Corinthians-SP;Juventude-RS
2003;392;2;Home;Ponte Preta-SP;Vasco-RJ
2003;392;2;Away;Vasco-RJ;Ponte Preta-SP
2003;393;1;Home;Bahia-BA;Figueirense-SC
2003;393;1;Away;Figueirense-SC;Bahia-BA
2003;394;1;Home;Cruzeiro-MG;Vitoria-BA
2003;394;0;Away;Vitoria-BA;Cruzeiro-MG
2003;395;1;Home;Coritiba-PR;Paysandu-PA
2003;395;0;Away;Paysandu-PA;Coritiba-PR
2003;396;2;Home;Sao Caetano-SP;Parana-PR
2003;396;0;Away;Parana-PR;Sao Caetano-SP
2003;397;0;Home;Atletico-PR;Fluminense-RJ
2003;397;0;Away;Fluminense-RJ;Atletico-PR
2003;398;0;Home;Paysandu-PA;Internacional-RS
2003;398;0;Away;Internacional-RS;Paysandu-PA
2003;399;3;Home;Gremio-RS;Figueirense-SC
2003;399;1;Away;Figueirense-SC;Gremio-RS
2003;400;1;Home;Sao Caetano-SP;Ponte Preta-SP
2003;400;0;Away;Ponte Preta-SP;Sao Caetano-SP
2003;401;1;Home;Sao Paulo-SP;Santos-SP
2003;401;2;Away;Santos-SP;Sao Paulo-SP
2003;402;1;Home;Vitoria-BA;Corinthians-SP
2003;402;2;Away;Corinthians-SP;Vitoria-BA
2003;403;0;Home;Flamengo-RJ;Parana-PR
2003;403;3;Away;Parana-PR;Flamengo-RJ
2003;404;3;Home;Goias-GO;Bahia-BA
2003;404;1;Away;Bahia-BA;Goias-GO
2003;405;2;Home;Atletico-MG;Vasco-RJ
2003;405;1;Away;Vasco-RJ;Atletico-MG
2003;406;2;Home;Juventude-RS;Fortaleza-CE
2003;406;2;Away;Fortaleza-CE;Juventude-RS
2003;407;1;Home;Criciuma-SC;Cruzeiro-MG
2003;407;3;Away;Cruzeiro-MG;Criciuma-SC
2003;408;2;Home;Guarani-SP;Coritiba-PR
2003;408;1;Away;Coritiba-PR;Guarani-SP
2003;409;2;Home;Cruzeiro-MG;Flamengo-RJ
2003;409;0;Away;Flamengo-RJ;Cruzeiro-MG
2003;410;2;Home;Fluminense-RJ;Vitoria-BA
2003;410;0;Away;Vitoria-BA;Fluminense-RJ
2003;411;1;Home;Coritiba-PR;Goias-GO
2003;411;0;Away;Goias-GO;Coritiba-PR
2003;412;3;Home;Bahia-BA;Sao Paulo-SP
2003;412;0;Away;Sao Paulo-SP;Bahia-BA
2003;413;1;Home;Santos-SP;Guarani-SP
2003;413;1;Away;Guarani-SP;Santos-SP
2003;414;2;Home;Ponte Preta-SP;Atletico-PR
2003;414;2;Away;Atletico-PR;Ponte Preta-SP
2003;415;2;Home;Fortaleza-CE;Gremio-RS
2003;415;2;Away;Gremio-RS;Fortaleza-CE
2003;416;1;Home;Vasco-RJ;Juventude-RS
2003;416;1;Away;Juventude-RS;Vasco-RJ
2003;417;4;Home;Parana-PR;Paysandu-PA
2003;417;2;Away;Paysandu-PA;Parana-PR
2003;418;0;Home;Corinthians-SP;Sao Caetano-SP
2003;418;3;Away;Sao Caetano-SP;Corinthians-SP
2003;419;0;Home;Figueirense-SC;Atletico-MG
2003;419;1;Away;Atletico-MG;Figueirense-SC
2003;420;2;Home;Internacional-RS;Criciuma-SC
2003;420;0;Away;Criciuma-SC;Internacional-RS
2003;421;2;Home;Vitoria-BA;Bahia-BA
2003;421;1;Away;Bahia-BA;Vitoria-BA
2003;422;2;Home;Atletico-PR;Coritiba-PR
2003;422;0;Away;Coritiba-PR;Atletico-PR
2003;423;1;Home;Guarani-SP;Ponte Preta-SP
2003;423;3;Away;Ponte Preta-SP;Guarani-SP
2003;424;2;Home;Flamengo-RJ;Vasco-RJ
2003;424;1;Away;Vasco-RJ;Flamengo-RJ
2003;425;6;Home;Goias-GO;Fluminense-RJ
2003;425;1;Away;Fluminense-RJ;Goias-GO
2003;426;3;Home;Sao Paulo-SP;Corinthians-SP
2003;426;0;Away;Corinthians-SP;Sao Paulo-SP
2003;427;0;Home;Atletico-MG;Cruzeiro-MG
2003;427;1;Away;Cruzeiro-MG;Atletico-MG
2003;428;0;Home;Internacional-RS;Gremio-RS
2003;428;1;Away;Gremio-RS;Internacional-RS
2003;429;1;Home;Juventude-RS;Parana-PR
2003;429;1;Away;Parana-PR;Juventude-RS
2003;430;4;Home;Figueirense-SC;Criciuma-SC
2003;430;2;Away;Criciuma-SC;Figueirense-SC
2003;431;2;Home;Sao Caetano-SP;Santos-SP
2003;431;2;Away;Santos-SP;Sao Caetano-SP
2003;432;3;Home;Paysandu-PA;Fortaleza-CE
2003;432;0;Away;Fortaleza-CE;Paysandu-PA
2003;433;2;Home;Flamengo-RJ;Paysandu-PA
2003;433;0;Away;Paysandu-PA;Flamengo-RJ
2003;434;2;Home;Guarani-SP;Fluminense-RJ
2003;434;0;Away;Fluminense-RJ;Guarani-SP
2003;435;3;Home;Corinthians-SP;Ponte Preta-SP
2003;435;0;Away;Ponte Preta-SP;Corinthians-SP
2003;436;3;Home;Santos-SP;Atletico-PR
2003;436;2;Away;Atletico-PR;Santos-SP
2003;437;4;Home;Parana-PR;Internacional-RS
2003;437;0;Away;Internacional-RS;Parana-PR
2003;438;2;Home;Criciuma-SC;Vasco-RJ
2003;438;1;Away;Vasco-RJ;Criciuma-SC
2003;439;3;Home;Goias-GO;Sao Paulo-SP
2003;439;1;Away;Sao Paulo-SP;Goias-GO
2003;440;1;Home;Fortaleza-CE;Figueirense-SC
2003;440;1;Away;Figueirense-SC;Fortaleza-CE
2003;441;3;Home;Coritiba-PR;Bahia-BA
2003;441;2;Away;Bahia-BA;Coritiba-PR
2003;442;0;Home;Vitoria-BA;Sao Caetano-SP
2003;442;0;Away;Sao Caetano-SP;Vitoria-BA
2003;443;1;Home;Cruzeiro-MG;Juventude-RS
2003;443;2;Away;Juventude-RS;Cruzeiro-MG
2003;444;2;Home;Gremio-RS;Atletico-MG
2003;444;2;Away;Atletico-MG;Gremio-RS
2003;445;4;Home;Paysandu-PA;Criciuma-SC
2003;445;0;Away;Criciuma-SC;Paysandu-PA
2003;446;2;Home;Sao Caetano-SP;Coritiba-PR
2003;446;0;Away;Coritiba-PR;Sao Caetano-SP
2003;447;0;Home;Figueirense-SC;Flamengo-RJ
2003;447;0;Away;Flamengo-RJ;Figueirense-SC
2003;448;1;Home;Fluminense-RJ;Corinthians-SP
2003;448;0;Away;Corinthians-SP;Fluminense-RJ
2003;449;0;Home;Ponte Preta-SP;Goias-GO
2003;449;2;Away;Goias-GO;Ponte Preta-SP
2003;450;4;Home;Bahia-BA;Santos-SP
2003;450;7;Away;Santos-SP;Bahia-BA
2003;451;1;Home;Atletico-PR;Vitoria-BA
2003;451;2;Away;Vitoria-BA;Atletico-PR
2003;452;1;Home;Internacional-RS;Cruzeiro-MG
2003;452;0;Away;Cruzeiro-MG;Internacional-RS
2003;453;2;Home;Atletico-MG;Parana-PR
2003;453;2;Away;Parana-PR;Atletico-MG
2003;454;1;Home;Juventude-RS;Gremio-RS
2003;454;2;Away;Gremio-RS;Juventude-RS
2003;455;1;Home;Vasco-RJ;Fortaleza-CE
2003;455;1;Away;Fortaleza-CE;Vasco-RJ
2003;456;3;Home;Sao Paulo-SP;Guarani-SP
2003;456;3;Away;Guarani-SP;Sao Paulo-SP
2003;457;2;Home;Bahia-BA;Fluminense-RJ
2003;457;2;Away;Fluminense-RJ;Bahia-BA
2003;458;1;Home;Paysandu-PA;Atletico-MG
2003;458;0;Away;Atletico-MG;Paysandu-PA
2003;459;1;Home;Cruzeiro-MG;Figueirense-SC
2003;459;0;Away;Figueirense-SC;Cruzeiro-MG
2003;460;0;Home;Coritiba-PR;Santos-SP
2003;460;4;Away;Santos-SP;Coritiba-PR
2003;461;3;Home;Parana-PR;Vasco-RJ
2003;461;3;Away;Vasco-RJ;Parana-PR
2003;462;2;Home;Flamengo-RJ;Gremio-RS
2003;462;1;Away;Gremio-RS;Flamengo-RJ
2003;463;2;Home;Corinthians-SP;Atletico-PR
2003;463;3;Away;Atletico-PR;Corinthians-SP
2003;464;0;Home;Sao Caetano-SP;Sao Paulo-SP
2003;464;1;Away;Sao Paulo-SP;Sao Caetano-SP
2003;465;1;Home;Criciuma-SC;Fortaleza-CE
2003;465;1;Away;Fortaleza-CE;Criciuma-SC
2003;466;1;Home;Ponte Preta-SP;Vitoria-BA
2003;466;1;Away;Vitoria-BA;Ponte Preta-SP
2003;467;0;Home;Internacional-RS;Juventude-RS
2003;467;0;Away;Juventude-RS;Internacional-RS
2003;468;3;Home;Goias-GO;Guarani-SP
2003;468;0;Away;Guarani-SP;Goias-GO
2003;469;2;Home;Fluminense-RJ;Ponte Preta-SP
2003;469;2;Away;Ponte Preta-SP;Fluminense-RJ
2003;470;1;Home;Sao Paulo-SP;Coritiba-PR
2003;470;0;Away;Coritiba-PR;Sao Paulo-SP
2003;471;1;Home;Atletico-MG;Criciuma-SC
2003;471;1;Away;Criciuma-SC;Atletico-MG
2003;472;1;Home;Fortaleza-CE;Cruzeiro-MG
2003;472;2;Away;Cruzeiro-MG;Fortaleza-CE
2003;473;0;Home;Vasco-RJ;Internacional-RS
2003;473;1;Away;Internacional-RS;Vasco-RJ
2003;474;6;Home;Figueirense-SC;Paysandu-PA
2003;474;0;Away;Paysandu-PA;Figueirense-SC
2003;475;3;Home;Vitoria-BA;Goias-GO
2003;475;4;Away;Goias-GO;Vitoria-BA
2003;476;3;Home;Santos-SP;Corinthians-SP
2003;476;1;Away;Corinthians-SP;Santos-SP
2003;477;2;Home;Juventude-RS;Flamengo-RJ
2003;477;2;Away;Flamengo-RJ;Juventude-RS
2003;478;3;Home;Guarani-SP;Bahia-BA
2003;478;2;Away;Bahia-BA;Guarani-SP
2003;479;1;Home;Atletico-PR;Sao Caetano-SP
2003;479;0;Away;Sao Caetano-SP;Atletico-PR
2003;480;0;Home;Gremio-RS;Parana-PR
2003;480;2;Away;Parana-PR;Gremio-RS
2003;481;1;Home;Paysandu-PA;Vasco-RJ
2003;481;2;Away;Vasco-RJ;Paysandu-PA
2003;482;3;Home;Juventude-RS;Criciuma-SC
2003;482;1;Away;Criciuma-SC;Juventude-RS
2003;483;1;Home;Sao Paulo-SP;Fluminense-RJ
2003;483;0;Away;Fluminense-RJ;Sao Paulo-SP
2003;484;1;Home;Coritiba-PR;Corinthians-SP
2003;484;0;Away;Corinthians-SP;Coritiba-PR
2003;485;0;Home;Guarani-SP;Sao Caetano-SP
2003;485;1;Away;Sao Caetano-SP;Guarani-SP
2003;486;1;Home;Bahia-BA;Ponte Preta-SP
2003;486;0;Away;Ponte Preta-SP;Bahia-BA
2003;487;3;Home;Santos-SP;Vitoria-BA
2003;487;1;Away;Vitoria-BA;Santos-SP
2003;488;4;Home;Goias-GO;Atletico-PR
2003;488;1;Away;Atletico-PR;Goias-GO
2003;489;3;Home;Cruzeiro-MG;Gremio-RS
2003;489;0;Away;Gremio-RS;Cruzeiro-MG
2003;490;3;Home;Flamengo-RJ;Atletico-MG
2003;490;2;Away;Atletico-MG;Flamengo-RJ
2003;491;1;Home;Internacional-RS;Fortaleza-CE
2003;491;1;Away;Fortaleza-CE;Internacional-RS
2003;492;1;Home;Parana-PR;Figueirense-SC
2003;492;1;Away;Figueirense-SC;Parana-PR
2003;493;3;Home;Ponte Preta-SP;Santos-SP
2003;493;4;Away;Santos-SP;Ponte Preta-SP
2003;494;2;Home;Gremio-RS;Paysandu-PA
2003;494;0;Away;Paysandu-PA;Gremio-RS
2003;495;3;Home;Fluminense-RJ;Coritiba-PR
2003;495;2;Away;Coritiba-PR;Fluminense-RJ
2003;496;4;Home;Fortaleza-CE;Flamengo-RJ
2003;496;1;Away;Flamengo-RJ;Fortaleza-CE
2003;497;0;Home;Vasco-RJ;Cruzeiro-MG
2003;497;1;Away;Cruzeiro-MG;Vasco-RJ
2003;498;2;Home;Corinthians-SP;Goias-GO
2003;498;0;Away;Goias-GO;Corinthians-SP
2003;499;4;Home;Atletico-PR;Sao Paulo-SP
2003;499;3;Away;Sao Paulo-SP;Atletico-PR
2003;500;1;Home;Atletico-MG;Internacional-RS
2003;500;2;Away;Internacional-RS;Atletico-MG
2003;501;4;Home;Sao Caetano-SP;Bahia-BA
2003;501;1;Away;Bahia-BA;Sao Caetano-SP
